item_id,title,raiting,description,price,href
p361401792," Ноутбук Lenovo ThinkPad T430u / 14"" (1366x768) TN / Intel Core i5-3427U (2 (4) ядра по 1.8 - 2.8 GHz) / 4 GB DDR3 / 120 GB SSD / Intel HD Graphics 4000 / WebCam б/в", залишити відгук ,,10556,https://rozetka.com.ua/ua/361401792/p361401792/
p361193712," Ноутбук Lenovo ThinkPad L390 13,3''/i3-8145u/ОЗУ 8 Gb/SSD 128Gb/Intel UHD Graphics 620/WIN 10", залишити відгук ,,9990,https://rozetka.com.ua/ua/361193712/p361193712/
p356044326, Ноутбук HP Envy X360 15m-bp111dx (i5-8250U / 12GB / SSD+HDD) б/в, залишити відгук ,,29250,https://rozetka.com.ua/ua/356044326/p356044326/
p361106217, Ноутбук Lenovo ThinkPad T460 (i5-6200U|8GB|240SSD) Б/В, залишити відгук ,,11760,https://rozetka.com.ua/ua/361106217/p361106217/
p359667582, Ноутбук Lenovo E51-80 Б/У, залишити відгук ,,14145,https://rozetka.com.ua/ua/359667582/p359667582/
p360063297, Ноутбук HP ZBook 15 G3 (E3-1505M/8/512SSD/M1000-2Gb) - Class A, залишити відгук ,,22500,https://rozetka.com.ua/ua/360063297/p360063297/
p362615421, БВ Ноутбук Acer Aspire ES1-533 15.6 Intel N3350 (4 ЯДРА) 4 RAM 120 SSD A21772, залишити відгук ,,6947,https://rozetka.com.ua/ua/362615421/p362615421/
p362277750," Ноутбук HP EliteBook 8560W 15.6"": Intel Core i7-2670QM, Nvidia Quadro 1000M, FullHD - Б/У", залишити відгук ,,15247,https://rozetka.com.ua/ua/362277750/p362277750/
p361795260, Ноутбук HP 250 G6 FHD 15.6 Core i3-7020U 8GB Ram SSD 256 GB AMD Radeon R5 M330 2GB Б/У, залишити відгук ,,16800,https://rozetka.com.ua/ua/361795260/p361795260/
p362070690," Ноутбук HP EliteBook 840 G3 / 14"" (1920х1080) TN / Core i5-6300U (2(4) ядра по 2.4-3.0 GHz) / 8GB DDR4 / 256 GB SSD / HD Graphics 520 / WebCam б/в", залишити відгук ,,15000,https://rozetka.com.ua/ua/362070690/p362070690/
p359728131," Ноутбук Lenovo V330-15IKBR / 15.6"" (1920x1080) TN / Intel Core i3-8130U (2 (4) ядра по 2.2 - 3.4 GHz) / 8 GB DDR4 / 128 GB SSD / Intel UHD Graphics 620 / WebCam б/в", залишити відгук ,,15530,https://rozetka.com.ua/ua/359728131/p359728131/
p361191567, Ноутбук Dell Inspiron 7591 Touch 15.6FHD IPS Core i7-10510U 8GB SSD500GB NVIDIA GeForce MX 250 Б/У, залишити відгук ,,29400,https://rozetka.com.ua/ua/361191567/p361191567/
p359068857, БВ Ноутбук HP 640 G8 14 FHD IPS Intel i5-1135G7 8 RAM 256 SSD, залишити відгук ,,24390,https://rozetka.com.ua/ua/359068857/p359068857/
p361795245, Ноутбук HP 250 G7 FHD 15.6 Intel Core i3-7020U Ram 8GB SSD 256 GB Nvidia GeForce MX110 2GB Б/У, залишити відгук ,,17325,https://rozetka.com.ua/ua/361795245/p361795245/
p361309488, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 160 HDD, залишити відгук ,,5417,https://rozetka.com.ua/ua/361309488/p361309488/
p357790164, Ноутбук Lenovo Thinkpad T540p (i7-4600m / 16GB / 256GB SSD) б/в, залишити відгук ,,16800,https://rozetka.com.ua/ua/357790164/p357790164/
p361309551, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 120 HDD, залишити відгук ,,5417,https://rozetka.com.ua/ua/361309551/p361309551/
p362893413," Ноутбук Acer Aspire 3 A315-58-3101 (NX.ADDEU.01D), 15.6"" FullHD (1920x1080) IPS LED матовый / Intel", залишити відгук ,,20999,https://rozetka.com.ua/ua/362893413/p362893413/
p360063327, Ноутбук HP ZBook 15 G3 (E3-1505M/16/256SSD/M1000-2Gb) - Class B, залишити відгук ,,22000,https://rozetka.com.ua/ua/360063327/p360063327/
p361106229, Ноутбук Lenovo ThinkPad T440p (i7-4700MQ|8GB|240SSD) Б/В, залишити відгук ,,12390,https://rozetka.com.ua/ua/361106229/p361106229/
p362201463," Ноутбук HP 250 G6 / 15.6"" TN / Core i5-7200U (2(4) ядра по 2.5-3.1GHz) / 8GB DDR4 / 120GB SSD / WebCam / DVD-ROM / USB 3 б/в", залишити відгук ,,15570,https://rozetka.com.ua/ua/362201463/p362201463/
p360765558," Ноутбук Lenovo ThinkPad E550 / 15.6"" (1366x768) TN / Intel Core i5-5200U (2 (4) ядра по 2.2 - 2.7 GHz) / 8 GB DDR3 / 240 GB SSD / Intel HD Graphics 5500 / WebCam / Win 10 Pro б/в", залишити відгук ,,13730,https://rozetka.com.ua/ua/360765558/p360765558/
p361849551, Ноутбук DELL Precision 7510 (i7-6820HQ / 32GB / Quadro M2000M 4GB) б/в, залишити відгук ,,37050,https://rozetka.com.ua/ua/361849551/p361849551/
p361564347, Ноутбук трансформер 2 в 1 Lenovo Yoga 460 \ 14.0 \ Full HD \ IPS \ Core I5 \ 8 GB \ 256 GB Б\В, залишити відгук ,,11500,https://rozetka.com.ua/ua/361564347/p361564347/
p361309728, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 320 HDD, залишити відгук ,,5625,https://rozetka.com.ua/ua/361309728/p361309728/
p361795266, Ноутбук HP 250 G7 FHD 15.6 Core i3-7020U 8GB Ram SSD 256 GB Nvidia MX110 2GB Б/У, залишити відгук ,,17325,https://rozetka.com.ua/ua/361795266/p361795266/
p361464741, Ноутбук Lenovo ThinkPad X1 Carbon G2 (i5-4300U/8/256SSD) - Class B, залишити відгук ,,11500,https://rozetka.com.ua/ua/361464741/p361464741/
p354840975, Ноутбук HP EliteBook 850 G7 Silver / Intel Core i7-10710U / RAM 16 ГБ / SSD 512 / Windows 10 Pro 64 bit / LTE (Користований), залишити відгук ,,43999,https://rozetka.com.ua/ua/354840975/p354840975/
p361651995," Ноутбук Lenovo ThinkPad T550 15.6"": Intel Core i5-5200U, Intel HD - Б/У", залишити відгук ,,11447,https://rozetka.com.ua/ua/361651995/p361651995/
p359512515, Ноутбук Dell G3 15 3500 | 15.6 / 1920x1080 / IPS / Матовий / 120Гц | Intel Core i5-10300H | 16 Gb DDR4 | SSD 512 Gb | GeForce GTX1660Ti (6GB / GDDR6 / 192Bit) | Windows 10 | Б/B, залишити відгук ,,36520,https://rozetka.com.ua/ua/359512515/p359512515/
p360063351, Ноутбук HP ZBook 15 G3 (E3-1505M/16/512SSD/M1000-2Gb) - Class B, залишити відгук ,,23000,https://rozetka.com.ua/ua/360063351/p360063351/
p357705636, Ноутбук HP Pavilion 15-eg0069nr (i5-1135G7 / 8GB / SSD 256GB) б/в, залишити відгук ,,25350,https://rozetka.com.ua/ua/357705636/p357705636/
p362227845," Ноутбук Lenovo ThinkPad T530 / 15.6"" TN / Core i5-3360M (2(4) ядра по 2.8-3.5 GHz) / 8GB DDR3 / 120GB SSD / HD Graphics 4000 / WebCam б/в", залишити відгук ,,10435,https://rozetka.com.ua/ua/362227845/p362227845/
p360063354, Ноутбук HP ZBook 15U G4 (i7-7600U/16/256SSD/1Tb/R7 M350) - Class B, залишити відгук ,,21500,https://rozetka.com.ua/ua/360063354/p360063354/
p355525164, Ноутбук Lenovo Thinkpad Yoga 14 (i5-6200u / 8GB / NVIDIA 940M) б/в, залишити відгук ,,21450,https://rozetka.com.ua/ua/355525164/p355525164/
p361309539, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 250 HDD, залишити відгук ,,5625,https://rozetka.com.ua/ua/361309539/p361309539/
p360126078, БВ Ноутбук Lenovo T540P 15.6 Intel i7-4710M 8 RAM 256 SSD NVIDIA GT 730M 1 ГБ, залишити відгук ,,15468,https://rozetka.com.ua/ua/360126078/p360126078/
p361193877, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 120 HDD ЗАХИЩЕНЬ, залишити відгук ,,5729,https://rozetka.com.ua/ua/361193877/p361193877/
p357880806, Ноутбук HP ZBook 17 G3 (i7-6700HQ/8/500) - Class A, залишити відгук ,,22000,https://rozetka.com.ua/ua/357880806/p357880806/
p361351098, Ноутбук Lenovo ThinkPad T540p \ 15.6 \ Core I7 \ 8 GB \ NVIDIA \ Б\В, залишити відгук ,,11999,https://rozetka.com.ua/ua/361351098/p361351098/
p361309563, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 750 HDD, залишити відгук ,,5938,https://rozetka.com.ua/ua/361309563/p361309563/
p359845686, Ноутбук HP Pavilion 14-ce3065st (i5-1035G1 / 8GB / FHD IPS) б/в, залишити відгук ,,23400,https://rozetka.com.ua/ua/359845686/p359845686/
p360063357, Ноутбук HP ZBook 15 G3 (E3-1505M/16/256SSD/M1000-2Gb) - Class A, залишити відгук ,,23500,https://rozetka.com.ua/ua/360063357/p360063357/
p360602781, БВ Ноутбук Lenovo Ideapad 80XL 15.6 FHD Intel Pen 4415U 8 RAM 1000 HDD NVIDIA GT 940MX 2 ГБ, залишити відгук ,,14484,https://rozetka.com.ua/ua/360602781/p360602781/
p361309518, БВ Ноутбук RM Mobile One 310 15.6 Intel i3-370M 4 RAM 500 HDD, залишити відгук ,,5729,https://rozetka.com.ua/ua/361309518/p361309518/
p354291021, Ноутбук Lenovo Thinkpad W541 (i7-4810MQ / Quadro K2100M / 2880x1620 IPS) б/в, залишити відгук ,,25689,https://rozetka.com.ua/ua/354291021/p354291021/
p362282928, Захищений ноутбук Panasonic ToughBook CF-NX2 сріблястий (refurbished), залишити відгук ,,16900,https://rozetka.com.ua/ua/362282928/p362282928/
p360063345, Ноутбук Lenovo ThinkPad Yoga 370 (i7-7500U/8/256SSD) - Class B, залишити відгук ,,16000,https://rozetka.com.ua/ua/360063345/p360063345/
p354059469, Ноутбук Lenovo Thinkpad T460p б/в, залишити відгук ,,25493,https://rozetka.com.ua/ua/354059469/p354059469/
p362684046," Ноутбук Б-клас HP 17-x010cy Blue / 17.3"" TN / Core i3-6100U (2(4) ядра по 2.3GHz) / 8GB DDR4 / 240GB SSD / HD Graphics 520 / WebCam / Win10 Home б/в", залишити відгук ,,14795,https://rozetka.com.ua/ua/362684046/p362684046/
p362688192, Ноутбук Lenovo Thinkpad X230 (i5-3320m / 8GB / 160GB SSD) б/в, залишити відгук ,,9360,https://rozetka.com.ua/ua/362688192/p362688192/
p355242846, Ноутбук Lenovo Yoga 900-13ISK (i7-6560u / 8GB / 256GB SSD) б/в, залишити відгук ,,22755,https://rozetka.com.ua/ua/355242846/p355242846/
p353548560, Ноутбук б/в Lenovo Thinkpad E15, залишити відгук ,,33729,https://rozetka.com.ua/ua/353548560/p353548560/
p361651956," Ноутбук 15.6"" HP Pavilion Gaming 15-CX0091: Intel Core i7-8750H, nVidia GeForce GTX 1060, IPS, Full HD - Б/У", залишити відгук ,,35647,https://rozetka.com.ua/ua/361651956/p361651956/
p361992963, БВ Ноутбук Dell XPS 9550 15.6 Full HD IPS Intel i7-6700HQ 8 RAM 512 SSD NVIDIA GTX 960M 2 ГБ, залишити відгук ,,25873,https://rozetka.com.ua/ua/361992963/p361992963/
p357803946, БВ Ноутбук Asus UX305L 13.3 FHD IPS Intel i7-5500U 8 RAM 120 SSD, залишити відгук ,,13715,https://rozetka.com.ua/ua/357803946/p357803946/
p360765528," Ноутбук Б-клас Lenovo ThinkPad L580 / 15.6"" (1920x1080) IPS / Intel Core i3-8130U (2 (4) ядра по 2.2 - 3.4 GHz) / 8 GB DDR4 / 240 GB SSD / Intel UHD Grphics 620 / WebCam / Win 10 Pro б/в", залишити відгук ,,14800,https://rozetka.com.ua/ua/360765528/p360765528/
p361464765, Ноутбук Lenovo ThinkPad T550 (i7-5600U/8/500) - Class B, залишити відгук ,,12500,https://rozetka.com.ua/ua/361464765/p361464765/
p362526168, БВ Ноутбук Medion P6630 15.6 Intel i3-390M 4 RAM 640 HDD NVIDIA 540M 1 ГБ, залишити відгук ,,8211,https://rozetka.com.ua/ua/362526168/p362526168/
p354774474, Ноутбук Lenovo Thinkpad T570 (i7-7600U / 8GB / 128GB SSD) б/в, залишити відгук ,,24709,https://rozetka.com.ua/ua/354774474/p354774474/
p361652037," Ноутбук 17.3"" HP ZBOOK 17 G3: Intel Core i5-6300HQ, nVidia Quadro M1000M, IPS, Full HD - Б/У", залишити відгук ,,26000,https://rozetka.com.ua/ua/361652037/p361652037/
p358039158," IdeaPad 700-17 17.3"" Intel Core i7 Mobile Processor 6700HQ, 8 GB, 500 GB, Black (2C00003316)", залишити відгук ,,21003,https://rozetka.com.ua/ua/358039158/p358039158/
p359975046, Ноутбук Lenovo ThinkPad Yoga 370 (i7-7500U/8/256SSD) - Class B, залишити відгук ,,16800,https://rozetka.com.ua/ua/359975046/p359975046/
p354230469, Ноутбук Lenovo Thinkpad T540p (i7-4700MQ / 16GB / 2880x1620 IPS) б/в, залишити відгук ,,25493,https://rozetka.com.ua/ua/354230469/p354230469/
p360063291, Ноутбук HP ZBook 15 G3 (E3-1505M/16/512SSD/M1000-2Gb) - Class A, залишити відгук ,,24500,https://rozetka.com.ua/ua/360063291/p360063291/
p359974683, БВ Ноутбук Acer A315-53 15.6 FHD Intel i3-8130U 8 RAM 256 SSD, залишити відгук ,,14130,https://rozetka.com.ua/ua/359974683/p359974683/
p361992996, БВ Ноутбук Dell G3 15 3500 15.6 Full HD IPS Intel i5-10300H 16 RAM 512 SSD NVIDIA GTX1660Ti 6 ГБ, залишити відгук ,,36109,https://rozetka.com.ua/ua/361992996/p361992996/
p361309506, БВ Ноутбук Asus U500V 15.6 FHD Intel i7-3612QM 4 RAM 120 SSD 320 HDD NVIDIA GT 650M 2 ГБ, залишити відгук ,,10538,https://rozetka.com.ua/ua/361309506/p361309506/
p361371624," Ігровий ноутбук Dell Precision 5560/ 15.6""/Core i7-11850H 8 ядeр по 2.5GHz/16GB DDR4/512GB SSD/RTX A2000, 4 GB/ WebCam/АКБ NEW /Win 10 Pro б/в", залишити відгук ,,81937,https://rozetka.com.ua/ua/361371624/p361371624/
p359975031, Ноутбук HP ZBook 15 G5 (i7-8750H/8/512SSD/1Tb/P1000-4Gb) - Class A, залишити відгук ,,35700,https://rozetka.com.ua/ua/359975031/p359975031/
p361051752," Ноутбук Lenovo ThinkPad T540p/GeForce 730M/15.6"" FHD/i7-4/RAM 8/SSD 256/б.в.", залишити відгук ,,14540,https://rozetka.com.ua/ua/361051752/p361051752/
p356535018," Ноутбук LENOVO IDEAPAD 3-15/15,6''/i3-1005G/Intel UHD Graphics 920/ОЗУ 8 Gb/256Gb NVMe/WIN 11/стан 5/R63", залишити відгук ,,18990,https://rozetka.com.ua/ua/356535018/p356535018/
p360063360, Ноутбук HP ZBook 15U G4 (i7-7600U/32/256SSD/1Tb/R7 M350) - Class A, залишити відгук ,,25000,https://rozetka.com.ua/ua/360063360/p360063360/
p358645884," Ноутбук Lenovo IdeaPad 330-14LKB / 14"" (1920x1080) IPS / Intel Core i7-8550U (4 (8) ядра по 1.8 - 4.0 GHz) / 8 GB DDR4 / 256 GB SSD NEW / Intel UHD Graphics 620 / WebCam б/в", залишити відгук ,,20110,https://rozetka.com.ua/ua/358645884/p358645884/
p354230463, Ноутбук Lenovo Thinkpad T470p (i5-7440HQ / 16GB / GeForce 940MX) б/в, залишити відгук ,,30592,https://rozetka.com.ua/ua/354230463/p354230463/
p361582506, Ноутбук Asus VivoBook 15-X540LA Б/У, залишити відгук ,,9900,https://rozetka.com.ua/ua/361582506/p361582506/
p361351092, Ноутбук Lenovo ThinkPad E480 \ 14.0 \ IPS \ Full HD \ Core I5-8250U \ Ram 8 GB \ SSD 240 GB \ Б\В, залишити відгук ,,13200,https://rozetka.com.ua/ua/361351092/p361351092/
p358832127, Ноутбук Gigabyte Aero 15 (15-X9-RT5P), залишити відгук ,,47999,https://rozetka.com.ua/ua/358832127/p358832127/
p362651802," Сенсорний ноутбук HP 15-dy2046nr 15.6"" IPS Core i3-1115G4 8/256Gb Win 11 Silver Б/В", залишити відгук ,,16499,https://rozetka.com.ua/ua/362651802/p362651802/
p355366980," Ігр. ноутбук Lenovo Gaming 3 15IHU6 /15.6"" IPS /Core i5-11300H 4 (8) ядра по 2.6 - 4.4 GHz/ 16GB DDR4 / 512 GB SSD /GeForce RTX 3050, 4 GB GDDR6/ WebCam/Win 10 Home б/в", залишити відгук ,,46185,https://rozetka.com.ua/ua/355366980/p355366980/
p354774465, Ноутбук Lenovo Thinkpad W541 (i7-4810MQ / Quadro K2100M / 16GB / 3K) б/в, залишити відгук ,,27062,https://rozetka.com.ua/ua/354774465/p354774465/
p360063333, Ноутбук HP ZBook 15 G6 (i7-9850H/32/256SSD/T1000M-4Gb) - Class B, залишити відгук ,,42900,https://rozetka.com.ua/ua/360063333/p360063333/
p362070669," Ультрабук HP Elitebook 745 G5 / 14"" IPS / Ryzen 3 2300U (4 ядра по 2.0 - 3.4 GHz) / 8 GB DDR4 / 240 GB SSD / Radeon Vega 6 / WebCam / Win 10 б/в", залишити відгук ,,18799,https://rozetka.com.ua/ua/362070669/p362070669/
p362451543," Ноутбук HP Pavilion 15-cs3025od 15.6"" IPS Core i5-1035G1 8/256Gb Підсвічування Grey Б/В", залишити відгук ,,16499,https://rozetka.com.ua/ua/362451543/p362451543/
p361706706," Ноутбук HP 445 G7, 14"" FullHD IPS матовий/ Intel Ryzen 5 4500 / 8GB DDR4 / 512GB SSD / AMD Radeon Graphics Vega / Ліцензія Win 10 Home / (Б/В)", залишити відгук ,,21499,https://rozetka.com.ua/ua/361706706/p361706706/
p359864562," Ноутбук Asus S551L TOUCH/15,6'/i5-4200u/Intel HD Graphics 4400/ОЗУ 8 Gb/256 SSD/WIN 11", залишити відгук ,,10990,https://rozetka.com.ua/ua/359864562/p359864562/
p361992930, БВ Ноутбук Dell Alienware 17 R4 P31E 17.3 Full HD IPS Intel i7-7700HQ 16 RAM 256 SSD + 1000 HDD NVIDIA GTX 1070 8 ГБ, залишити відгук ,,39559,https://rozetka.com.ua/ua/361992930/p361992930/
p361464780, Ноутбук Lenovo x1 Carbon Gen 4 (i5-6200U/8/256SSD) - Class B, залишити відгук ,,13900,https://rozetka.com.ua/ua/361464780/p361464780/
p362648175, Ноутбук Dell XPS 13 9370 (i5-8250U|8GB|500SSD) DEMO, залишити відгук ,,30975,https://rozetka.com.ua/ua/362648175/p362648175/
p362526171, БВ Ноутбук Asus X552C 15.6 Intel Pen2117U 4 RAM 500 HDD NVIDIA GT 710M 1 ГБ, залишити відгук ,,7367,https://rozetka.com.ua/ua/362526171/p362526171/
p361582515, Ноутбук Asus VivoBook X751 Б/У, залишити відгук ,,10300,https://rozetka.com.ua/ua/361582515/p361582515/
p362648187, Ноутбук Dell Latitude 5410 (i5-10210U|16GB|500SSD), залишити відгук ,,30975,https://rozetka.com.ua/ua/362648187/p362648187/
p362600406, Ноутбук Dell Latitude 3520 Black / Intel Core i5-1135G7 / RAM 16 ГБ / SSD M.2 1 TB / Windows 10 Pro (вітринний зразок), залишити відгук ,,34999,https://rozetka.com.ua/ua/362600406/p362600406/
p361464888, Ноутбук HP ZBook 15 G3 (E3-1505M/8/256SSD/M1000-2Gb) - Class A, залишити відгук ,,22000,https://rozetka.com.ua/ua/361464888/p361464888/
p362345346, Ноутбук Lenovo Thinkpad X250 (i5-5300m / 8GB / 128GB SSD) б/в, залишити відгук ,,12480,https://rozetka.com.ua/ua/362345346/p362345346/
p361106265, Ноутбук Lenovo ThinkPad W550s (i7-5600U|8GB|240SSD), залишити відгук ,,15645,https://rozetka.com.ua/ua/361106265/p361106265/
p361960413, Ноутбук Dell Inspiron G7 15 7500 (G7500-7194BLK-PUS) Mineral Black Б/У, залишити відгук ,,51999,https://rozetka.com.ua/ua/361960413/p361960413/
p362648181, Ноутбук Lenovo Thinkpad L540 (i5-4300M|8GB|500HDD), залишити відгук ,,11025,https://rozetka.com.ua/ua/362648181/p362648181/
p362684034," Ноутбук HP 14-cf1051od / 14"" TN / Core i5-8265U (4(8)ядра по 1.6-3.9GHz) / 8GB DDR4 / 256GB SSD / UHD Graphics 620 / WebCam / Win 10 Home б/в", залишити відгук ,,17580,https://rozetka.com.ua/ua/362684034/p362684034/
p360766713," Ноутбук Acer Aspire 5 A515-43-R19L 15.6"" FHD Ryzen 3-3200U 8/128Gb Radeon Vega 3 2 Gb Silver Подсветка Б/У", залишити відгук ,,14999,https://rozetka.com.ua/ua/360766713/p360766713/
p362684052," Роб. станція HP ZBook 17 G2 / 17.3"" TN / Core i5-4310M (2(4) ядра по 2.7-3.4GHz) / 8GB DDR3 / 240GB SSD + 1TB HDD / Quadro K1100M, 2GB GDDR5/ WebCam / Wim 10 Pro б/в", залишити відгук ,,17580,https://rozetka.com.ua/ua/362684052/p362684052/
p361706703," Ноутбук HP 445 G7, 14"" FullHD IPS матовий/ Intel Ryzen 5 4500 / 16GB DDR4 / 512GB SSD / AMD Radeon Graphics Vega / Ліцензія Win 10 Home / (Б/В)", залишити відгук ,,22499,https://rozetka.com.ua/ua/361706703/p361706703/
p362389137, Ноутбук HP 15 15.6 FHD AMD Ryzen 3 3200U 8GB DDR4 SSD 256GB AMD Radeon Vega 3 Graphics Б/У, залишити відгук ,,17850,https://rozetka.com.ua/ua/362389137/p362389137/
p359512512, Ноутбук HP Spectre x360 13aw0115na | 13 Дюймів / 1920x1080 / IPS / Сенсорний | Intel Core i7-1065G7 | 8 Gb DDR4 | SSD 256Gb | Intel Iris Plus Graphics | Windows 10 | Б/В, залишити відгук ,,34238,https://rozetka.com.ua/ua/359512512/p359512512/
p354774450, Ноутбук Lenovo Yoga 900-13ISK (i7-6560u / 16GB / 512GB SSD) б/в, залишити відгук ,,26866,https://rozetka.com.ua/ua/354774450/p354774450/
p361464834, Ноутбук HP ZBook 17 G3 (i7-6820HQ/8/256SSD/1Tb/M2200-4Gb) - Class B, залишити відгук ,,22000,https://rozetka.com.ua/ua/361464834/p361464834/
p361533078, Ноутбук Lenovo x1 Carbon Gen 4 (i5-6200U/8/256SSD) - Class B, залишити відгук ,,14595,https://rozetka.com.ua/ua/361533078/p361533078/
p361635135, БВ Ноутбук Acer eMachines E510 15.4 Intel T2390 2 RAM 80 HDD, залишити відгук ,,3399,https://rozetka.com.ua/ua/361635135/p361635135/
p349643016, БВ Ноутбук Dell 5540 15.6 FHD IPS Intel i5-9400H 8 RAM 256 SSD NVIDIA QUADRO T1000 4 ГБ, залишити відгук ,,23634,https://rozetka.com.ua/ua/349643016/p349643016/
p362070681," Ноутбук Fujitsu LifeBook E556 / 15.6"" IPS/Core i5-6200U (2 (4) ядра по 2.3 - 2.8 GHz) / 8 GB DDR4 / 240 GB SSD /HD Graphics 520 / WebCam б/в", залишити відгук ,,14254,https://rozetka.com.ua/ua/362070681/p362070681/
p357358737, БВ Ноутбук Medion P6634 15.6 Intel i3-2350M 8 RAM 500 HDD, залишити відгук ,,5936,https://rozetka.com.ua/ua/357358737/p357358737/
p359710416," Ультрабук Б-класс Dell latitude 3310 / 13.3"" (1366x768) TN / Intel Core i3-8145U (2 (4) ядра по 2.1 - 3.9 GHz) / 8 GB DDR4 / 120 GB SSD / Intel UHD Graphics 620 / WebCam б/в", залишити відгук ,,13565,https://rozetka.com.ua/ua/359710416/p359710416/
p355525146, Ноутбук Lenovo ThinkPad X1 Carbon 7th Gen (i7-10710u / 16GB / SSD 256Gb) б/в, залишити відгук ,,62400,https://rozetka.com.ua/ua/355525146/p355525146/
p354111999, Ноутбук Panasonic Toughbook CF-19 MK-5 (i5-2520M|16GB|480SSD|Touchscreen), залишити відгук ,,18795,https://rozetka.com.ua/ua/354111999/p354111999/
p349939548, Ноутбук Lenovo ThinkPad 13 (2nd Gen) (i3-7100U/4/120SSD) - Class B, залишити відгук ,,11078,https://rozetka.com.ua/ua/349939548/p349939548/
p361960683," Ноутбук Dell Latitude E5470 (14""/HD/i5-6200U/8Gb/240Gb) БВ", залишити відгук ,,10000,https://rozetka.com.ua/ua/361960683/p361960683/
p355235010, Ноутбук HP EliteBook 840 G2 (i5-5300U/12/128SSD) - Class A, залишити відгук ,,10800,https://rozetka.com.ua/ua/355235010/p355235010/
p359728179," Ультрабук Dell Latitude 3380 / 13.3"" (1366x768) TN Touch / Intel Core i5-7200U (2 (4) ядра по 2.5 - 3.1 GHz) / 8 GB DDR4 / 128 GB SSD / Intel HD Graphics 620 / WebCam б/в", залишити відгук ,,13800,https://rozetka.com.ua/ua/359728179/p359728179/
p355235034, Ноутбук HP EliteBook 820 G3 (i5-6300U/8/256SSD) - Class B, залишити відгук ,,10700,https://rozetka.com.ua/ua/355235034/p355235034/
p355235031, Ноутбук HP EliteBook 820 G3 (i5-6300U/12/128SSD) - Class B, залишити відгук ,,10700,https://rozetka.com.ua/ua/355235031/p355235031/
p358921011, Ноутбук Dell Latitude E7470 \ 14.0 \ I7-6600U \ Ram 8 GB \ SSD 512 GB \ Б\В, залишити відгук ,,14800,https://rozetka.com.ua/ua/358921011/p358921011/
p356553414, Ноутбук HP ProBook 450 G2 (i5-5200U/8/128SSD) - Class B, залишити відгук ,,10800,https://rozetka.com.ua/ua/356553414/p356553414/
p360126102, БВ Ноутбук Medion P6613 16 Intel T4200 4 RAM 250 HDD NVIDA G 105M 256 МБ, залишити відгук ,,4733,https://rozetka.com.ua/ua/360126102/p360126102/
p362352957, БВ Ноутбук HP EliteBook 8440P 14 Intel i5-520M 4 RAM 320 HDD, залишити відгук ,,5871,https://rozetka.com.ua/ua/362352957/p362352957/
p358463682," Ноутбук HP 450 G1 (15.6"" i5-4200M / 8 ГБ/HDD 500 Gb) Б/В", залишити відгук ,,9797,https://rozetka.com.ua/ua/358463682/p358463682/
p361464810, Ноутбук Dell Latitude E7450 (i7-5600U/8/256SSD) - Class A, залишити відгук ,,10500,https://rozetka.com.ua/ua/361464810/p361464810/
p361401783," Ноутбук Dell Latitude E6430s / 14"" (1366x768) TN / Intel Core i7-3540M (2 (4) ядра по 3.0 - 3.7 GHz) / 8 GB DDR3 / 128 GB SSD / Intel HD Graphics 4000 / DVD-RW б/в", залишити відгук ,,10556,https://rozetka.com.ua/ua/361401783/p361401783/
p360063288, Ноутбук Microsoft Surface Pro 4 (1796) (i5-7300U/8/256SSD) - Class B, залишити відгук ,,13000,https://rozetka.com.ua/ua/360063288/p360063288/
p349939764, Ноутбук Lenovo ThinkPad L460 (i5-6300U/8/500) - Class B, залишити відгук ,,11235,https://rozetka.com.ua/ua/349939764/p349939764/
p362070693, Ноутбук Fujitsu E556 / 15.6 (1920x1080)IPS / Core i5-6200U (2(4) яд по 2.3-2.8GHz) / 8GB DDR4 / 256 B SSD / HD Graphics 520 / WebCam б/в, залишити відгук ,,14945,https://rozetka.com.ua/ua/362070693/p362070693/
p352150101, Ноутбук Dell Precision 3520 (i7-6820HQ/8/256SSD/M620-2Gb) - Class B, залишити відгук ,,20000,https://rozetka.com.ua/ua/352150101/p352150101/
p346056205, Ноутбук Lenovo ThinkPad L570 (i5-6300U/8/256SSD) - Class B, залишити відгук ,,13200,https://rozetka.com.ua/ua/346056205/p346056205/
p359728167," Ноутбук Б-клас Dell Latitude E5570 / 15.6"" (1366x768) TN / Intel Core i5-6200U (2 (4) ядра по 2.3 - 2.8 GHz) / 8 GB DDR4 / 128 GB SSD / Intel HD Graphics 520 / WebCam / HDMI б/в", залишити відгук ,,14150,https://rozetka.com.ua/ua/359728167/p359728167/
p361464828, Ноутбук Dell Latitude E7450 (i7-5600U/8/256SSD) - Class B, залишити відгук ,,10000,https://rozetka.com.ua/ua/361464828/p361464828/
